YEAR,TRI_FACILITY_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FACILITY,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER
2014,0745WTLCNN125HA,TILCON NEW JERSEY RIVERDALE QUARRY,125 HAMBURG TURNPIKE,RIVERDALE,MORRIS,NJ,7457,,,40.997694,-74.3105,NO,,,,,,,324121,212313,237310,,,,1.31E+12,POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,0,YES,R,Pounds,0.3,4,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,4.3,0,0,0,0,0,0,0,0,4.3,,1,OLDCASTLE MATERIALS INC,806709812
2014,07001PRDSL211RA,PRIDE SOLVENTS & CHEMICAL CO OF NEW JERSEY,211 RANDOLPH AVE,AVENEL,MIDDLESEX,NJ,7001,,,40.59668,-74.25741,NO,,,,,,,424690,,,,,,1.31E+12,N-METHYL-2-PYRROLIDONE,872504,NO,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIDE SOLVENTS & CHEMICAL CO,NA
2014,08902SLVRL1SILV,SILVER LINE BUILDING PRODUCTS LLC,1 SILVER LINE DR US HWY 1N,NORTH BRUNSWICK,MIDDLESEX,NJ,8902,,,40.4652,-74.43642,NO,,,,,,,326199,,,,,,1.31E+12,DIISOCYANATES,N120,YES,TRI,NO,0,NO,R,Pounds,0,0.23,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0.23,0,0,0,0,0,0,0,0,0.23,,1,ANDERSEN CORP,6167332
2014,08014PGCRPRTE13,LOGAN GENERATING CO LP,75 RT 130,SWEDESBORO,GLOUCESTER,NJ,80854525,,,39.7914,-75.4081,NO,,,,,,,221112,,,,,,1.31E+12,N-HEXANE,110543,YES,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CALYPSO ENERGY HOLDINGS LLC,NA
2014,07036CTGPT4801S,CITGO PETROLEUM CORP,4801 S WOOD AVE,LINDEN,UNION,NJ,70366543,,,40.600922,-74.209522,NO,,,,,,,424710,,,,,,1.31E+12,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,PDV AMERICA INC,858706773
2014,08002MYCND616HO,MYCONE DENTAL,616 HOLLYWOOD AVE,CHERRY HILL,CAMDEN,NJ,8002,,,39.935667,-75.039722,NO,,,,,,,325211,,,,,,1.31E+12,METHANOL,67561,YES,TRI,NO,0,NO,R,Pounds,31,177,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25250,0,25250,0,0,0,0,0,0,0,208,0,0,208,0,0,0,25250,0,0,0,0,25458,,1.06,MYCONE DENTAL,14769301
2014,07015SWPCT1CLIF,SWEPCO TUBE LLC,1 CLIFTON BLVD,CLIFTON,PASSAIC,NJ,7011,,,40.86209,-74.14279,NO,,,,,,,331210,,,,,,1.31E+12,CHROMIUM,7440473,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,23,0,3545,0,0,52483,56028,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,0,0,0,0,56028,0,0,56051,,1.12,NA,NA
2014,08876RMTCT130IN,AGILEX FLAVORS & FRAGRANCES,130 INDUSTRIAL PKWY,SOMERVILLE,SOMERSET,NJ,8876,,,40.598,-74.70943,NO,,,,,,,325998,,,,,,1.31E+12,CERTAIN GLYCOL ETHERS,N230,YES,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2014,07095RSSLL14CON,MAUSER CORP,14 CONVERY BLVD,WOODBRIDGE,MIDDLESEX,NJ,7095,,,40.54081,-74.27705,NO,,,,,,,332439,,,,,,1.31E+12,CERTAIN GLYCOL ETHERS,N230,YES,TRI,NO,0,NO,R,Pounds,102,10673,0,0,0,0,0,0,0,0,0,0,10775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4219,0,4219,0,0,0,0,0,0,0,10775,0,0,10775,0,0,0,4219,0,0,57716,0,72710,,1.06,MAUSER CORP,45882581
2014,08512PLNTFHIGHT,PLANT FOOD CO INC,38 HIGHTSTOWN-CRANBURY STATION,CRANBURY,MIDDLESEX,NJ,8512,,,40.28611,-74.50851,NO,,,,,,,325314,,,,,,1.31E+12,AMMONIA,7664417,NO,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2014,08037MRCNGRT54S,AMERICAN GALVANIZING CO,1919 12TH ST RT 54,FOLSOM,ATLANTIC,NJ,8094,,,39.612532,-74.830518,NO,,,,,,,332812,,,,,,1.31E+12,ZINC COMPOUNDS,N982,NO,TRI,YES,1,NO,R,Pounds,250,250,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,43000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43500,0,0,500,0,43000,0,0,0,0,0,0,43500,,1719778,VIRGINIA AMERICAN INDUSTRIES INC,46551854
2014,07001PRDSL211RA,PRIDE SOLVENTS & CHEMICAL CO OF NEW JERSEY,211 RANDOLPH AVE,AVENEL,MIDDLESEX,NJ,7001,,,40.59668,-74.25741,NO,,,,,,,424690,,,,,,1.31E+12,CYCLOHEXANE,110827,NO,TRI,NO,0,NO,R,Pounds,85,255,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,570,0,2,0,0,0,0,2,340,0,0,340,0,0,0,570,0,0,0,2,912,,2.75,PRIDE SOLVENTS & CHEMICAL CO,NA
2014,07002NRTNS148EA,MURALO CO INC NORTON & SON DIV,148 E FIFTH ST,BAYONNE,HUDSON,NJ,70020455,,,40.650443,-74.121871,NO,,,,,,,325510,,,,,,1.31E+12,BUTYL ACRYLATE,141322,NO,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MURALO CO INC,1468255
2014,08014MNSNTROUTE,VALERUS SPECIALTY CHEMICALS-DELAWARE RIVER PLANT,170 RT 130 S,BRIDGEPORT,GLOUCESTER,NJ,8014,,,39.792583,-75.395278,NO,,,,,,,325199,,,,,,1.31E+12,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",7647010,YES,TRI,NO,0,NO,R,Pounds,87,206,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,293,0,0,0,0,0,0,1658156,0,1658449,,0.82,POLYMER ADDITIVES HOLDINGS INC,NA
2014,08014MNSNTROUTE,VALERUS SPECIALTY CHEMICALS-DELAWARE RIVER PLANT,170 RT 130 S,BRIDGEPORT,GLOUCESTER,NJ,8014,,,39.792583,-75.395278,NO,,,,,,,325199,,,,,,1.31E+12,TRIETHYLAMINE,121448,YES,TRI,NO,0,NO,R,Pounds,615,1920,0,0,0,0,0,0,0,0,0,0,2535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,6500,0,1115,0,0,0,0,1115,2535,0,0,2535,0,0,0,6500,0,0,3454,1115,13604,,0.6,POLYMER ADDITIVES HOLDINGS INC,NA
2014,07036GLFLL2600M,GULF OIL LP LINDEN TERMINAL,2600 MARSHES DOCK RD,LINDEN,UNION,NJ,7036,,,40.604569,-74.23465,NO,,,,,,,424710,,,,,,1.31E+12,POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.06,,0.81,GULF OIL LP,147037154
2014,07002NRTNS148EA,MURALO CO INC NORTON & SON DIV,148 E FIFTH ST,BAYONNE,HUDSON,NJ,70020455,,,40.650443,-74.121871,NO,,,,,,,325510,,,,,,1.31E+12,VINYL ACETATE,108054,YES,TRI,NO,0,YES,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MURALO CO INC,1468255
2014,08903KZCHM500JE,AKCROS CHEMICALS INC,500 JERSEY AVE,NEW BRUNSWICK,MIDDLESEX,NJ,89013502,,,40.47998,-74.46813,NO,,,,,,,325199,325510,,,,,1.31E+12,"1,2,4-TRIMETHYLBENZENE",95636,NO,TRI,NO,0,NO,R,Pounds,18,23,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10584,0,10584,0,0,0,142,0,0,142,41,0,0,41,0,0,0,10584,0,0,0,142,10767,,1.15,NA,NA
2014,07036CNCPHFTFSW,PHILLIPS 66 CO TREMLEY POINT TERMINAL,FOOT OF S WOOD AVE,LINDEN,UNION,NJ,7036,,,40.6211,-74.23412,NO,,,,,,,424710,,,,,,1.31E+12,CYCLOHEXANE,110827,NO,TRI,NO,0,NO,R,Pounds,250,250,5,0,0,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,420,0,0,0,0,0,0,0,0,420,,2.58,PHILLIPS 66,78378508
2014,08872NWJRSNORTH,GERDAU AMERISTEEL SAYREVILLE INC,N CROSSMAN RD,SAYREVILLE,MIDDLESEX,NJ,88720249,,,40.479262,-74.321207,NO,,,,,,,331110,,,,,,1.31E+12,MERCURY COMPOUNDS,N458,YES,PBT,YES,1,NO,R,Pounds,0,245,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,0,0,0,0,536,0,198,0,0,0,198,0,0,0,0,0,0,0,0,0,0,781,0,0,245,0,536,0,0,0,198,0,0,979,,1.14,GNA FINANCING INC.,NA
2014,08110LMNMS9000R,ALUMINUM SHAPES LLC,9000 RIVER RD,DELAIR,CAMDEN,NJ,8110,,,39.986944,-75.044917,NO,,,,,,,331318,331314,,,,,1.31E+12,LEAD,7439921,YES,PBT,YES,1,YES,R,Pounds,0,37.5,0,0,0,0,0,0,0,0,0,0,37.5,6.3,0,6.3,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,3.5,0,220,0,0,0,220,0,0,0,0,0,0,0,0,0,0,47.3,0,0,37.5,7.469,2.331,0,0,0,220,0,0,267.3,,1.28,NA,
2014,08854ZGLRC600PR,ZIEGLER CHEMICAL & MINERAL CORP,600 PROSPECT AVE,PISCATAWAY,MIDDLESEX,NJ,8854,,,40.57723,-74.462,NO,,,,,,,324121,,,,,,1.31E+12,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,0,YES,R,Pounds,0.000125,0.0000003,0,0,0,0,0,0,0,0,0,0,0.0001253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001253,0,0,0.0001253,0,0,0,0,0,0,0.000005,0,0.0001303,,0.68,NA,NA
2014,08865JTBKR600NO,AVANTOR PERFORMANCE MATERIALS,600 N BROAD ST,PHILLIPSBURG,WARREN,NJ,8865,,,40.703099,-75.197676,NO,,,,,,,325180,325199,,,,,1.31E+12,TOLUENE,108883,YES,TRI,NO,0,NO,R,Pounds,26,60,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17139,0,0,0,0,17139,86,0,0,86,0,0,0,0,0,0,0,17139,17225,,0.68,AVANTOR PERFORMANCE MATERIALS,4952123
2014,07032SWWST115JA,CLEAN EARTH OF NORTH JERSEY INC,105 JACOBUS AVE,KEARNY,HUDSON,NJ,7032,,,40.738726,-74.112656,NO,,,,,,,562211,,,,,,1.31E+12,ZINC COMPOUNDS,N982,NO,TRI,YES,1,NO,R,Pounds,0,0,0.47,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,1375,0,0,0,0,0,0,0,11188,0,0,0,0,0,0,12563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12563.47,0,0,0.47,11188,1375,0,0,0,0,0,0,12563.47,,0.15,CLEAN EARTH INC,858581903
2014,08093CSTLGRTES1,SPMT-EAGLE POINT TANK FARM,RT 130 & I-295 S,WESTVILLE,GLOUCESTER,NJ,8093,,,39.8718,-75.1558,NO,,,,,,,493190,486910,488310,,,,1.31E+12,XYLENE (MIXED ISOMERS),1330207,YES,TRI,NO,0,NO,R,Pounds,132.87,13299.86,5,0,0,0,0,0,0,0,0,0,13437.73,0,0,0,47.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.846,0,0,0,0,0,0,1116.97,0,1116.97,0,0,0,0,0,0,0,13485.576,0,0,13437.73,0,47.846,0,1116.97,13419,0,506.59,0,28528.136,,0.72,SUNOCO PARTNERS MARKETING & TERMINALS LP,64717981
2014,08067THBFGUSROU,LUBRIZOL CORP,76 PORCUPINE RD,PEDRICKTOWN,SALEM,NJ,80673509,,,39.763889,-75.422778,NO,,,,,,,325211,,,,,,1.31E+12,ETHYL ACRYLATE,140885,YES,TRI,NO,0,YES,R,Pounds,29,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7401,0,7800,0,0,15201,29,0,0,29,0,0,0,0,0,0,0,15201,15230,,1.02,BERKSHIRE HATHAWAY,1024314
2014,08014MNSNTROUTE,VALERUS SPECIALTY CHEMICALS-DELAWARE RIVER PLANT,170 RT 130 S,BRIDGEPORT,GLOUCESTER,NJ,8014,,,39.792583,-75.395278,NO,,,,,,,325199,,,,,,1.31E+12,TOLUENE,108883,YES,TRI,NO,0,NO,R,Pounds,5624,10711,0.3,0,0,0,0,0,0,0,0,0,16335.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13744,0,13744,0,11500,0,0,1515,0,13015,16335.3,0,0,16335.3,0,0,0,13744,0,0,1365,13015,44459.3,,0.82,POLYMER ADDITIVES HOLDINGS INC,NA
2014,08051HNGSTOGDEN,HANGSTERFER'S LABORATORIES INC,175 OGDEN RD,MANTUA,GLOUCESTER,NJ,8051,,,39.802387,-75.184909,NO,,,,,,,324191,,,,,,1.31E+12,2-PHENYLPHENOL,90437,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.99,NA,
2014,07095RSSLL14CON,MAUSER CORP,14 CONVERY BLVD,WOODBRIDGE,MIDDLESEX,NJ,7095,,,40.54081,-74.27705,NO,,,,,,,332439,,,,,,1.31E+12,N-BUTYL ALCOHOL,71363,NO,TRI,NO,0,NO,R,Pounds,37,3939,0,0,0,0,0,0,0,0,0,0,3976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3976,0,0,3976,0,0,0,0,0,0,28570,0,32546,,1.06,MAUSER CORP,45882581
2014,07105NWRKT909DE,MOTIVA NEWARK TERMINAL,909 DELANCY ST,NEWARK,ESSEX,NJ,7105,,,40.709032,-74.128966,NO,,,,,,,424710,,,,,,1.31E+12,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.97,MOTIVA ENTERPRISES LLC,23838670
2014,07008MCLC0760RO,BP PRODUCTS NA INC CARTERET TERMINAL,760 ROOSEVELT AVE,CARTERET,MIDDLESEX,NJ,7008,,,40.587355,-74.226067,NO,,,,,,,424710,,,,,,1.31E+12,POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,0,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,0,0,0,0,4.92,0,1.05,BP PRODUCTS N.A. INC,39596507
2014,07823HFFMN206RO,DSM NUTRITIONAL PRODUCTS LLC,205 MACKS ISLAND DR,BELVIDERE,WARREN,NJ,78231113,,,40.843611,-75.066389,NO,,,,,,,325411,,,,,,1.31E+12,ZINC COMPOUNDS,N982,NO,TRI,YES,1,NO,R,Pounds,0,1,165,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,791,0,0,0,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,0,0,166,5,791,0,0,0,0,0,0,962,,0.2,DSM HOLDING CO USA INC,160147252
2014,08014PGCRPRTE13,LOGAN GENERATING CO LP,75 RT 130,SWEDESBORO,GLOUCESTER,NJ,80854525,,,39.7914,-75.4081,NO,,,,,,,221112,,,,,,1.31E+12,LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,0.21,8.55,0,0,0,0,0,0,0,0,0,0,8.76,0,0,0,0,0,0,0,0,0,0,0,0,0,2003.07,0,23.47,0,0,0,0,2026.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2035.3,0,0,8.76,2003.07,23.47,0,0,0,0,0,0,2035.3,,1.16,CALYPSO ENERGY HOLDINGS LLC,NA
2014,07036XXN  1400P,PHILLIPS 66 CO-BAYWAY REFINERY,1400 PARK AVE,LINDEN,UNION,NJ,7036,,,40.6365,-74.2199,NO,,,,,,,324110,,,,,,1.31E+12,TETRACHLOROETHYLENE,127184,YES,TRI,NO,0,YES,R,Pounds,120,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,120,0,0,0,0,0,0,42,0,162,,1.17,PHILLIPS 66 CO,78378508
2014,07801HWMTCROYST,HOWMET CASTINGS & SERVICES,9 ROY ST,ROCKAWAY,MORRIS,NJ,7801,,,40.881939,-74.532387,NO,,,,,,,336412,,,,,,1.31E+12,COBALT,7440484,YES,TRI,YES,1,YES,R,Pounds,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186402,0,0,0,186402,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,87297,186402,0,0,273699.1,,0.99,ALCOA INC,1339472
2014,08691WBTCH108NG,WEBTECH INC,108 NGOLD DR,ROBBINSVILLE,MERCER,NJ,8691,,,40.206874,-74.625518,NO,,,,,,,323111,,,,,,1.31E+12,METHYL ISOBUTYL KETONE,108101,YES,TRI,NO,0,NO,R,Pounds,0,49,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,0,0,0,0,0,0,0,49,0,0,49,0,0,2456,300,402,0,0,0,3207,,0.49,NA,NA
2014,07065DRPRN329NE,API FOILS INC,329 NEW BRUNSWICK AVE,RAHWAY,UNION,NJ,7065,,,40.593631,-74.286341,NO,,,,,,,322299,,,,,,1.31E+12,XYLENE (MIXED ISOMERS),1330207,YES,TRI,NO,0,NO,R,Pounds,15,868,0,0,0,0,0,0,0,0,0,0,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1720,0,1720,0,0,0,0,0,0,0,883,0,0,883,0,0,143520,1720,0,0,0,0,146123,,0.8,API USA HOLDINGS INC,210015194
2014,08038NCLRBENDOF,SALEM & HOPE CREEK GENERATIN G STATIONS,END OF ALLOWAY CREEK NECK RD,HANCOCKS BRIDGE,SALEM,NJ,8038,,,39.463028,-75.53571,NO,,,,,,,221113,,,,,,1.31E+12,HYDRAZINE,302012,YES,TRI,NO,0,YES,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SERVICE ENTERPRISE GROUP,848793910
2014,08332WHTNG220GS,GERRESHEIMER MOULDED GLASS,1300 WHEATON AVE,MILLVILLE,CUMBERLAND,NJ,8332,,,39.407778,-75.034444,NO,,,,,,,327213,327212,,,,,1.31E+12,MANGANESE COMPOUNDS,N450,YES,TRI,YES,1,NO,R,Pounds,9,89,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,3202,0,0,0,0,0,0,3202,0,0,11749,0,0,11749,0,0,0,0,0,0,0,0,0,0,3300,0,0,98,3202,0,0,0,105429,11749,0,0,120478,,1.86,GERRESHEIMER GLASS INC,556130136
2014,08312PCKCK838ND,ALERIS ROLLED PRODUCTS INC,838 N DELSEA DR,CLAYTON,GLOUCESTER,NJ,8312,,,39.666012,-75.093922,NO,,,,,,,331315,,,,,,1.31E+12,LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0.01,,1.04,ALERIS ROLLED PRODUCTS INC.,623977514
2014,07073GNRLF13MAN,FXI INC,13 MANOR RD,EAST RUTHERFORD,BERGEN,NJ,7073,,,40.82558,-74.088563,NO,,,,,,,326150,,,,,,1.31E+12,TOLUENE DIISOCYANATE (MIXED ISOMERS),26471625,NO,TRI,NO,0,YES,R,Pounds,6.43,6.11,0,0,0,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,165,12.54,0,0,12.54,0,0,0,0,0,0,0,165,177.54,,1.4,FXI INC,829462535
2014,07001PRDSL211RA,PRIDE SOLVENTS & CHEMICAL CO OF NEW JERSEY,211 RANDOLPH AVE,AVENEL,MIDDLESEX,NJ,7001,,,40.59668,-74.25741,NO,,,,,,,424690,,,,,,1.31E+12,DICHLOROMETHANE,75092,YES,TRI,NO,0,YES,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIDE SOLVENTS & CHEMICAL CO,NA
